ID,@dDevdCasZpravy,ID_iot_device,Created,Creator_DB,Changed,Changer_DB,actualStateSwitch1,actualStateSwitch2,@iDevdAverageCurrent,countSetSwitch1,countSetSwitch2,currentLimit,detectRain,disableCurrentLimit,disableTemperature,numberOfCycleDown,numberOfCycleUp,numberOfImpulseDown,numberOfImpulseUp,temperature,temperatureError,unitDataFrameError,unitVersionFrameError,unitVersionMajor,unitVersionMinor
693,2021-04-28 13:38:26.000,5,28.04.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
694,2021-04-29 15:02:00.000,4,28.04.2021 15:59,sigfox_datafetch,29.04.2021 15:59,sigfox_datafetch,NULL,NULL,110,NULL,NULL,1320,0,0,0,5283,5308,622,1018,23.100000,0,0,0,1,4
695,2021-04-29 13:38:08.000,5,29.04.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
696,2021-04-30 15:01:42.000,4,29.04.2021 15:59,sigfox_datafetch,2021-04-30 15:59:50.023,sigfox_datafetch,NULL,NULL,102,NULL,NULL,1320,0,0,0,5283,5308,623,1024,23.400000,0,0,0,1,4
697,2021-04-30 13:37:49.000,5,30.04.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
698,2021-05-01 15:01:23.000,4,2021-04-30 15:59:50.023,sigfox_datafetch,01.05.2021 15:59,sigfox_datafetch,NULL,NULL,120,NULL,NULL,1321,0,0,0,5283,5308,625,1510,22.600000,0,0,0,1,4
699,2021-05-01 13:37:31.000,5,01.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
700,2021-05-02 15:01:05.000,4,01.05.2021 15:59,sigfox_datafetch,02.05.2021 15:59,sigfox_datafetch,NULL,NULL,121,NULL,NULL,1320,0,0,0,5283,5308,627,2256,22.600000,0,0,0,1,4
701,2021-05-02 13:37:13.000,5,2021-05-02 13:59:47.083,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
702,2021-05-03 15:00:49.000,4,02.05.2021 15:59,sigfox_datafetch,03.05.2021 15:59,sigfox_datafetch,NULL,NULL,115,NULL,NULL,1320,0,0,0,5283,5308,630,2626,17.300000,0,0,0,1,4
703,2021-05-03 13:36:54.000,5,03.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
704,2021-05-04 15:00:28.000,4,03.05.2021 15:59,sigfox_datafetch,04.05.2021 15:59,sigfox_datafetch,NULL,NULL,101,NULL,NULL,1320,0,0,0,5283,5308,630,2628,20.600000,0,0,0,1,4
705,2021-05-04 13:36:36.000,5,04.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
706,2021-05-04 15:00:39.000,4,04.05.2021 15:59,sigfox_datafetch,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,0,5283,5308,0,0,23.100000,0,0,0,1,4
707,2021-05-05 13:36:18.000,5,05.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
708,2021-05-06 14:59:51.000,4,05.05.2021 15:59,sigfox_datafetch,06.05.2021 14:59,sigfox_datafetch,NULL,NULL,113,NULL,NULL,1320,0,0,0,5283,5308,633,2654,17.900000,0,0,0,1,4
709,2021-05-06 13:35:59.000,5,06.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
710,2021-05-07 13:35:42.000,5,07.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
711,2021-05-07 14:59:33.000,4,07.05.2021 14:59,sigfox_datafetch,07.05.2021 14:59,sigfox_datafetch,NULL,NULL,106,NULL,NULL,1320,0,0,0,5283,5308,634,2699,19.800000,0,0,0,1,4
712,2021-05-08 13:35:23.000,5,08.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
713,2021-05-08 14:59:19.000,4,08.05.2021 14:59,sigfox_datafetch,08.05.2021 14:59,sigfox_datafetch,NULL,NULL,107,NULL,NULL,1320,0,0,0,5283,5308,637,2706,19.300000,0,0,0,1,4
714,2021-05-09 13:35:04.000,5,09.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
715,2021-05-09 14:58:56.000,4,09.05.2021 14:59,sigfox_datafetch,09.05.2021 14:59,sigfox_datafetch,NULL,NULL,121,NULL,NULL,1320,0,0,0,5283,5308,640,2848,21.800000,0,0,0,1,4
716,2021-05-10 13:34:46.000,5,10.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
717,2021-05-10 14:58:37.000,4,10.05.2021 14:59,sigfox_datafetch,10.05.2021 14:59,sigfox_datafetch,NULL,NULL,115,NULL,NULL,1320,0,0,0,5283,5308,649,3057,26.500000,0,0,0,1,4
718,2021-05-11 13:34:28.000,5,11.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
719,2021-05-11 14:58:24.000,4,2021-05-11 14:59:36.027,sigfox_datafetch,2021-05-11 14:59:36.027,sigfox_datafetch,NULL,NULL,105,NULL,NULL,1320,0,0,0,5283,5308,654,3091,29.600000,0,0,0,1,4
720,2021-05-12 13:34:10.000,5,12.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
721,2021-05-12 14:58:00.000,4,12.05.2021 14:59,sigfox_datafetch,12.05.2021 14:59,sigfox_datafetch,NULL,NULL,109,NULL,NULL,1320,0,0,0,5283,5308,661,3100,27.000000,0,0,0,1,4
722,2021-05-13 13:33:52.000,5,13.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
723,2021-05-13 14:57:42.000,4,13.05.2021 14:59,sigfox_datafetch,13.05.2021 14:59,sigfox_datafetch,NULL,NULL,104,NULL,NULL,1320,0,0,0,5283,5308,667,3103,19.600000,0,0,0,1,4
724,2021-05-14 13:33:33.000,5,2021-05-14 13:59:50.083,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
725,2021-05-14 14:57:23.000,4,2021-05-14 14:59:50.007,sigfox_datafetch,2021-05-14 14:59:50.007,sigfox_datafetch,NULL,NULL,110,NULL,NULL,1320,0,0,0,5283,5308,674,3123,19.300000,0,0,0,1,4
726,2021-05-15 13:33:14.000,5,15.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
727,2021-05-15 14:57:05.000,4,2021-05-15 14:59:51.017,sigfox_datafetch,2021-05-15 14:59:51.017,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,680,3123,21.600000,0,0,0,1,4
728,2021-05-16 13:32:56.000,5,16.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
729,2021-05-16 14:56:46.000,4,16.05.2021 14:59,sigfox_datafetch,16.05.2021 14:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,687,3123,20.300000,0,0,0,1,4
730,2021-05-17 13:32:38.000,5,2021-05-17 13:59:41.017,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
731,2021-05-17 14:56:28.000,4,17.05.2021 14:59,sigfox_datafetch,17.05.2021 14:59,sigfox_datafetch,NULL,NULL,98,NULL,NULL,1320,0,0,0,5283,5308,693,3124,19.900000,0,0,0,1,4
732,2021-05-18 13:32:20.000,5,18.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
733,2021-05-18 14:56:10.000,4,18.05.2021 14:59,sigfox_datafetch,18.05.2021 14:59,sigfox_datafetch,NULL,NULL,99,NULL,NULL,1322,0,0,0,5283,5308,698,3125,20.500000,0,0,0,1,4
734,2021-05-19 13:32:01.000,5,19.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
735,2021-05-19 14:55:51.000,4,19.05.2021 14:59,sigfox_datafetch,19.05.2021 14:59,sigfox_datafetch,NULL,NULL,105,NULL,NULL,1319,0,0,0,5283,5308,699,3128,21.500000,0,0,0,1,4
736,2021-05-20 13:31:43.000,5,20.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
737,2021-05-20 14:55:33.000,4,20.05.2021 14:59,sigfox_datafetch,20.05.2021 14:59,sigfox_datafetch,NULL,NULL,111,NULL,NULL,1320,0,0,0,5283,5308,703,3142,21.900000,0,0,0,1,4
738,2021-05-21 13:31:25.000,5,21.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
739,2021-05-21 14:55:17.000,4,21.05.2021 14:59,sigfox_datafetch,21.05.2021 14:59,sigfox_datafetch,NULL,NULL,105,NULL,NULL,1320,0,0,0,5283,5308,710,3156,23.100000,0,0,0,1,4
740,2021-05-22 13:31:07.000,5,22.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
741,2021-05-22 14:54:56.000,4,22.05.2021 14:59,sigfox_datafetch,22.05.2021 14:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,714,3156,19.000000,0,0,0,1,4
742,2021-05-23 13:30:48.000,5,23.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
743,2021-05-23 14:54:37.000,4,23.05.2021 14:59,sigfox_datafetch,23.05.2021 14:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,719,3156,18.300000,0,0,0,1,4
744,2021-05-24 13:30:30.000,5,24.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
745,2021-05-24 14:54:18.000,4,24.05.2021 14:59,sigfox_datafetch,24.05.2021 14:59,sigfox_datafetch,NULL,NULL,100,NULL,NULL,1320,0,0,0,5283,5308,728,3157,21.300000,0,0,0,1,4
746,2021-05-25 13:30:11.000,5,25.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
747,2021-05-25 14:54:00.000,4,25.05.2021 14:59,sigfox_datafetch,25.05.2021 14:59,sigfox_datafetch,NULL,NULL,104,NULL,NULL,1320,0,0,0,5283,5308,736,3162,21.500000,0,0,0,1,4
748,2021-05-26 01:18:55.000,4,2021-05-26 04:59:34.093,sigfox_datafetch,2021-05-26 04:59:34.093,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,738,3162,16.700000,0,0,0,1,4
749,2021-05-26 13:29:53.000,5,26.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
750,2021-05-27 01:18:37.000,4,27.05.2021 4:59,sigfox_datafetch,27.05.2021 4:59,sigfox_datafetch,NULL,NULL,103,NULL,NULL,1320,0,0,0,5283,5308,742,3168,19.600000,0,0,0,1,4
751,2021-05-27 13:29:35.000,5,27.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
752,2021-05-28 01:18:19.000,4,28.05.2021 4:59,sigfox_datafetch,28.05.2021 4:59,sigfox_datafetch,NULL,NULL,105,NULL,NULL,1320,0,0,0,5283,5308,746,3170,18.000000,0,0,0,1,4
753,2021-05-28 13:29:17.000,5,28.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
754,2021-05-29 01:18:00.000,4,29.05.2021 4:59,sigfox_datafetch,29.05.2021 4:59,sigfox_datafetch,NULL,NULL,103,NULL,NULL,1320,0,0,0,5283,5308,752,3171,19.000000,0,0,0,1,4
755,2021-05-29 13:28:59.000,5,29.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
756,2021-05-30 01:17:42.000,4,30.05.2021 4:59,sigfox_datafetch,30.05.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,756,3171,16.900000,0,0,0,1,4
757,2021-05-30 13:28:40.000,5,30.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
758,2021-05-31 01:17:23.000,4,31.05.2021 4:59,sigfox_datafetch,31.05.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,760,3171,15.600000,0,0,0,1,4
759,2021-05-31 13:28:25.000,5,31.05.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
760,2021-06-01 01:17:05.000,4,2021-06-01 04:59:38.013,sigfox_datafetch,2021-06-01 04:59:38.013,sigfox_datafetch,NULL,NULL,102,NULL,NULL,1320,0,0,0,5283,5308,765,3173,17.000000,0,0,0,1,4
761,2021-06-01 13:28:03.000,5,01.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
762,2021-06-02 01:16:46.000,4,02.06.2021 4:59,sigfox_datafetch,02.06.2021 4:59,sigfox_datafetch,NULL,NULL,100,NULL,NULL,1320,0,0,0,5283,5308,769,3174,21.200000,0,0,0,1,4
763,2021-06-02 13:27:46.000,5,02.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
764,2021-06-03 01:16:30.000,4,03.06.2021 4:59,sigfox_datafetch,03.06.2021 4:59,sigfox_datafetch,NULL,NULL,101,NULL,NULL,1320,0,0,0,5283,5308,773,3174,21.100000,0,0,0,1,4
765,2021-06-03 13:27:29.000,5,03.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
766,2021-06-04 01:16:09.000,4,04.06.2021 4:59,sigfox_datafetch,04.06.2021 4:59,sigfox_datafetch,NULL,NULL,98,NULL,NULL,1320,0,0,0,5283,5308,777,3174,20.200000,0,0,0,1,4
767,2021-06-04 13:27:09.000,5,04.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
768,2021-06-05 01:15:50.000,4,05.06.2021 4:59,sigfox_datafetch,05.06.2021 4:59,sigfox_datafetch,NULL,NULL,101,NULL,NULL,1320,0,0,0,5283,5308,779,3175,21.300000,0,0,0,1,4
769,2021-06-05 13:26:51.000,5,05.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
770,2021-06-06 01:15:35.000,4,06.06.2021 4:59,sigfox_datafetch,06.06.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,784,3175,20.600000,0,0,0,1,4
771,2021-06-06 13:26:32.000,5,06.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
772,2021-06-07 01:15:13.000,4,07.06.2021 4:59,sigfox_datafetch,07.06.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,787,3175,20.800000,0,0,0,1,4
773,2021-06-07 13:26:14.000,5,2021-06-07 13:59:42.017,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
774,2021-06-08 01:14:57.000,4,08.06.2021 4:59,sigfox_datafetch,08.06.2021 4:59,sigfox_datafetch,NULL,NULL,100,NULL,NULL,1320,0,0,0,5283,5308,789,3176,21.800000,0,0,0,1,4
775,2021-06-08 13:25:56.000,5,08.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
776,2021-06-09 01:14:36.000,4,09.06.2021 4:59,sigfox_datafetch,09.06.2021 4:59,sigfox_datafetch,NULL,NULL,103,NULL,NULL,1320,0,0,0,5283,5308,793,3186,22.300000,0,0,0,1,4
777,2021-06-09 13:25:37.000,5,09.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
778,2021-06-10 01:14:18.000,4,10.06.2021 4:59,sigfox_datafetch,10.06.2021 4:59,sigfox_datafetch,NULL,NULL,110,NULL,NULL,1320,0,0,0,5283,5308,796,3256,21.800000,0,0,0,1,4
779,2021-06-10 13:25:19.000,5,10.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
780,2021-06-11 01:14:00.000,4,11.06.2021 4:59,sigfox_datafetch,11.06.2021 4:59,sigfox_datafetch,NULL,NULL,108,NULL,NULL,1320,0,0,0,5283,5308,799,3331,22.300000,0,0,0,1,4
781,2021-06-11 13:25:01.000,5,11.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
782,2021-06-12 01:13:42.000,4,12.06.2021 4:59,sigfox_datafetch,12.06.2021 4:59,sigfox_datafetch,NULL,NULL,108,NULL,NULL,1320,0,0,0,5283,5308,804,3373,22.600000,0,0,0,1,4
783,2021-06-12 13:24:43.000,5,12.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
784,2021-06-13 01:13:23.000,4,13.06.2021 4:59,sigfox_datafetch,13.06.2021 4:59,sigfox_datafetch,NULL,NULL,130,NULL,NULL,1320,0,0,0,5283,5308,809,3767,21.500000,0,0,0,1,4
785,2021-06-13 13:24:24.000,5,13.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
786,2021-06-14 01:13:04.000,4,14.06.2021 4:59,sigfox_datafetch,14.06.2021 4:59,sigfox_datafetch,NULL,NULL,132,NULL,NULL,1320,0,0,0,5283,5308,818,4178,18.800000,0,0,0,1,4
787,2021-06-14 13:24:08.000,5,14.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
788,2021-06-15 01:12:49.000,4,15.06.2021 4:59,sigfox_datafetch,15.06.2021 4:59,sigfox_datafetch,NULL,NULL,110,NULL,NULL,1320,0,0,0,5283,5308,827,4244,20.300000,0,0,0,1,4
789,2021-06-15 13:23:47.000,5,15.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
790,2021-06-16 01:12:33.000,4,16.06.2021 4:59,sigfox_datafetch,16.06.2021 4:59,sigfox_datafetch,NULL,NULL,107,NULL,NULL,1320,0,0,0,5283,5308,836,4264,22.800000,0,0,0,1,4
791,2021-06-16 13:23:29.000,5,16.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
792,2021-06-17 01:12:09.000,4,17.06.2021 4:59,sigfox_datafetch,17.06.2021 4:59,sigfox_datafetch,NULL,NULL,107,NULL,NULL,1320,0,0,0,5283,5308,840,4278,23.600000,0,0,0,1,4
793,2021-06-17 13:23:11.000,5,17.06.2021 14:00,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
794,2021-06-19 01:11:35.000,4,18.06.2021 4:59,sigfox_datafetch,19.06.2021 4:59,sigfox_datafetch,NULL,NULL,111,NULL,NULL,1319,0,0,0,5283,5308,849,4303,25.400000,0,0,0,1,4
795,2021-06-18 13:22:52.000,5,18.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
796,2021-06-20 01:11:14.000,4,19.06.2021 4:59,sigfox_datafetch,20.06.2021 4:59,sigfox_datafetch,NULL,NULL,130,NULL,NULL,1319,0,0,0,5283,5308,856,4536,25.800000,0,0,0,1,4
797,2021-06-19 13:22:34.000,5,19.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
798,2021-06-21 01:10:58.000,4,20.06.2021 4:59,sigfox_datafetch,2021-06-21 04:59:43.060,sigfox_datafetch,NULL,NULL,133,NULL,NULL,1319,0,0,0,5283,5308,861,4816,27.200000,0,0,0,1,4
799,2021-06-20 13:22:16.000,5,20.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
800,2021-06-21 13:21:58.000,5,21.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
801,2021-06-22 01:10:37.000,4,22.06.2021 4:59,sigfox_datafetch,22.06.2021 4:59,sigfox_datafetch,NULL,NULL,112,NULL,NULL,1318,0,0,0,5283,5308,866,4870,26.800000,0,0,0,1,4
802,2021-06-22 13:21:40.000,5,22.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
803,2021-06-23 01:10:19.000,4,23.06.2021 4:59,sigfox_datafetch,23.06.2021 4:59,sigfox_datafetch,NULL,NULL,105,NULL,NULL,1319,0,0,0,5283,5308,870,4881,26.400000,0,0,0,1,4
804,2021-06-23 13:21:21.000,5,23.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
805,2021-06-24 01:10:00.000,4,24.06.2021 4:59,sigfox_datafetch,24.06.2021 4:59,sigfox_datafetch,NULL,NULL,109,NULL,NULL,1319,0,0,0,5283,5308,873,4890,25.600000,0,0,0,1,4
806,2021-06-24 13:21:03.000,5,24.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
807,2021-06-25 01:09:42.000,4,25.06.2021 4:59,sigfox_datafetch,25.06.2021 4:59,sigfox_datafetch,NULL,NULL,109,NULL,NULL,1319,0,0,0,5283,5308,875,4933,26.000000,0,0,0,1,4
808,2021-06-25 13:20:45.000,5,25.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
809,2021-06-26 01:09:27.000,4,26.06.2021 4:59,sigfox_datafetch,26.06.2021 4:59,sigfox_datafetch,NULL,NULL,108,NULL,NULL,1320,0,0,0,5283,5308,879,4954,24.900000,0,0,0,1,4
810,2021-06-26 13:20:26.000,5,26.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
811,2021-06-27 01:09:08.000,4,27.06.2021 4:59,sigfox_datafetch,27.06.2021 4:59,sigfox_datafetch,NULL,NULL,123,NULL,NULL,1319,0,0,0,5283,5308,883,5084,25.100000,0,0,0,1,4
