ID,@dDevdCasZpravy,ID_iot_device,Created,Creator_DB,Changed,Changer_DB,actualStateSwitch1,actualStateSwitch2,@iDevdAverageCurrent,countSetSwitch1,countSetSwitch2,currentLimit,detectRain,disableCurrentLimit,disableTemperature,numberOfCycleDown,numberOfCycleUp,numberOfImpulseDown,numberOfImpulseUp,temperature,temperatureError,unitDataFrameError,unitVersionFrameError,unitVersionMajor,unitVersionMinor
812,2021-06-27 13:20:09.000,5,27.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
813,2021-06-28 01:08:50.000,4,2021-06-28 04:59:43.060,sigfox_datafetch,2021-06-28 04:59:43.060,sigfox_datafetch,NULL,NULL,130,NULL,NULL,1318,0,0,0,5283,5308,887,5242,24.400000,0,0,0,1,4
814,2021-06-28 13:19:50.000,5,28.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
815,2021-06-29 01:08:28.000,4,29.06.2021 4:59,sigfox_datafetch,29.06.2021 4:59,sigfox_datafetch,NULL,NULL,104,NULL,NULL,1319,0,0,0,5283,5308,891,5270,26.800000,0,0,0,1,4
816,2021-06-29 13:19:31.000,5,29.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
817,2021-06-30 01:08:11.000,4,30.06.2021 4:59,sigfox_datafetch,30.06.2021 4:59,sigfox_datafetch,NULL,NULL,105,NULL,NULL,1320,0,0,0,5283,5308,896,5278,27.300000,0,0,0,1,4
818,2021-06-30 13:19:14.000,5,30.06.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
819,2021-07-01 01:07:52.000,4,01.07.2021 4:59,sigfox_datafetch,01.07.2021 4:59,sigfox_datafetch,NULL,NULL,106,NULL,NULL,1320,0,0,0,5283,5308,899,5303,25.100000,0,0,0,1,4
820,2021-07-01 13:18:55.000,5,01.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
821,2021-07-02 01:07:33.000,4,02.07.2021 4:59,sigfox_datafetch,02.07.2021 4:59,sigfox_datafetch,NULL,NULL,107,NULL,NULL,1320,0,0,0,5283,5308,902,5325,23.300000,0,0,0,1,4
822,2021-07-02 13:18:37.000,5,02.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
823,2021-07-03 01:07:15.000,4,03.07.2021 4:59,sigfox_datafetch,03.07.2021 4:59,sigfox_datafetch,NULL,NULL,109,NULL,NULL,1320,0,0,0,5283,5308,904,5353,23.100000,0,0,0,1,4
824,2021-07-03 13:18:18.000,5,03.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
825,2021-07-04 01:06:56.000,4,04.07.2021 4:59,sigfox_datafetch,04.07.2021 4:59,sigfox_datafetch,NULL,NULL,125,NULL,NULL,1320,0,0,0,5283,5308,907,5638,22.900000,0,0,0,1,4
826,2021-07-04 13:18:00.000,5,04.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
827,2021-07-05 01:06:41.000,4,05.07.2021 4:59,sigfox_datafetch,05.07.2021 4:59,sigfox_datafetch,NULL,NULL,126,NULL,NULL,1319,0,0,0,5283,5308,912,6023,23.600000,0,0,0,1,4
828,2021-07-05 13:17:42.000,5,05.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
829,2021-07-06 01:06:20.000,4,2021-07-06 04:59:37.053,sigfox_datafetch,2021-07-06 04:59:37.053,sigfox_datafetch,NULL,NULL,126,NULL,NULL,1319,0,0,0,5283,5308,915,6358,23.400000,0,0,0,1,4
830,2021-07-06 13:17:23.000,5,2021-07-06 13:59:35.063,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
831,2021-07-07 01:06:01.000,4,07.07.2021 4:59,sigfox_datafetch,07.07.2021 4:59,sigfox_datafetch,NULL,NULL,130,NULL,NULL,1319,0,0,0,5283,5308,919,6800,25.300000,0,0,0,1,4
832,2021-07-07 13:17:06.000,5,07.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
833,2021-07-08 01:05:43.000,4,08.07.2021 4:59,sigfox_datafetch,08.07.2021 4:59,sigfox_datafetch,NULL,NULL,130,NULL,NULL,1319,0,0,0,5283,5308,922,7009,25.900000,0,0,0,1,4
834,2021-07-08 13:16:47.000,5,08.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,378,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
835,2021-07-09 01:05:27.000,4,09.07.2021 4:59,sigfox_datafetch,09.07.2021 4:59,sigfox_datafetch,NULL,NULL,120,NULL,NULL,1318,0,0,0,5283,5308,925,7051,27.400000,0,0,0,1,4
836,2021-07-09 13:16:29.000,5,09.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
837,2021-07-10 01:05:06.000,4,10.07.2021 4:59,sigfox_datafetch,10.07.2021 4:59,sigfox_datafetch,NULL,NULL,118,NULL,NULL,1319,0,0,0,5283,5308,927,7055,23.300000,0,0,0,1,4
838,2021-07-10 13:16:11.000,5,10.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
839,2021-07-11 01:04:47.000,4,11.07.2021 4:59,sigfox_datafetch,11.07.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,929,7055,23.600000,0,0,0,1,4
840,2021-07-11 13:15:52.000,5,2021-07-11 13:59:46.097,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
841,2021-07-12 01:04:29.000,4,12.07.2021 4:59,sigfox_datafetch,12.07.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,931,7055,23.100000,0,0,0,1,4
842,2021-07-12 13:15:34.000,5,12.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
843,2021-07-13 01:04:11.000,4,13.07.2021 4:59,sigfox_datafetch,13.07.2021 4:59,sigfox_datafetch,NULL,NULL,101,NULL,NULL,1320,0,0,0,5283,5308,933,7055,24.500000,0,0,0,1,4
844,2021-07-13 13:15:16.000,5,13.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
845,2021-07-14 01:03:53.000,4,14.07.2021 4:59,sigfox_datafetch,14.07.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,935,7055,27.100000,0,0,0,1,4
846,2021-07-14 13:14:57.000,5,14.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
847,2021-07-15 01:03:39.000,4,2021-07-15 04:59:56.020,sigfox_datafetch,2021-07-15 04:59:56.020,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,938,7055,24.800000,0,0,0,1,4
848,2021-07-15 13:14:39.000,5,15.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
849,2021-07-16 01:03:16.000,4,16.07.2021 4:59,sigfox_datafetch,16.07.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,940,7055,24.500000,0,0,0,1,4
850,2021-07-16 13:14:21.000,5,16.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
851,2021-07-17 01:02:57.000,4,17.07.2021 4:59,sigfox_datafetch,17.07.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,942,7056,25.200000,0,0,0,1,4
852,2021-07-17 13:14:03.000,5,17.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
853,2021-07-18 01:02:44.000,4,18.07.2021 4:59,sigfox_datafetch,18.07.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,944,7056,25.500000,0,0,0,1,4
854,2021-07-18 13:13:44.000,5,18.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
855,2021-07-19 01:02:23.000,4,19.07.2021 4:59,sigfox_datafetch,19.07.2021 4:59,sigfox_datafetch,NULL,NULL,65,NULL,NULL,1320,0,0,0,5283,5308,946,7056,24.500000,0,0,0,1,4
856,2021-07-19 13:13:26.000,5,19.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
857,2021-07-20 01:02:02.000,4,20.07.2021 4:59,sigfox_datafetch,20.07.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,948,7056,24.300000,0,0,0,1,4
858,2021-07-20 13:13:08.000,5,20.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
859,2021-07-21 01:01:44.000,4,21.07.2021 4:59,sigfox_datafetch,21.07.2021 4:59,sigfox_datafetch,NULL,NULL,104,NULL,NULL,1318,0,0,0,5283,5308,951,7057,22.600000,0,0,0,1,4
860,2021-07-21 13:12:50.000,5,21.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
861,2021-07-22 01:01:27.000,4,22.07.2021 4:59,sigfox_datafetch,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,0,0,0,0,0,0.000000,0,1,0,0,0
862,2021-07-22 01:01:36.000,4,22.07.2021 4:59,sigfox_datafetch,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,0,0,0,0,0,0.000000,0,1,0,0,0
863,2021-07-22 13:12:34.000,5,22.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
864,2021-07-23 01:01:10.000,4,23.07.2021 4:59,sigfox_datafetch,23.07.2021 4:59,sigfox_datafetch,NULL,NULL,105,NULL,NULL,1318,0,0,0,5283,5308,954,7063,23.500000,0,0,0,1,4
865,2021-07-23 13:12:13.000,5,23.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
866,2021-07-24 01:00:51.000,4,24.07.2021 4:59,sigfox_datafetch,24.07.2021 4:59,sigfox_datafetch,NULL,NULL,104,NULL,NULL,1319,0,0,0,5283,5308,957,7076,24.200000,0,0,0,1,4
867,2021-07-24 13:11:55.000,5,24.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
868,2021-07-25 01:00:30.000,4,25.07.2021 4:59,sigfox_datafetch,25.07.2021 4:59,sigfox_datafetch,NULL,NULL,123,NULL,NULL,1319,0,0,0,5283,5308,960,7254,25.000000,0,0,0,1,4
869,2021-07-25 13:11:36.000,5,25.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
870,2021-07-26 01:00:12.000,4,26.07.2021 4:59,sigfox_datafetch,26.07.2021 4:59,sigfox_datafetch,NULL,NULL,123,NULL,NULL,1319,0,0,0,5283,5308,965,7437,24.500000,0,0,0,1,4
871,2021-07-26 13:11:18.000,5,26.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
872,2021-07-27 00:59:53.000,4,27.07.2021 4:59,sigfox_datafetch,27.07.2021 4:59,sigfox_datafetch,NULL,NULL,113,NULL,NULL,1319,0,0,0,5283,5308,968,7508,26.600000,0,0,0,1,4
873,2021-07-27 13:11:00.000,5,27.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
874,2021-07-28 00:59:35.000,4,2021-07-28 04:59:57.097,sigfox_datafetch,2021-07-28 04:59:57.097,sigfox_datafetch,NULL,NULL,108,NULL,NULL,1319,0,0,0,5283,5308,972,7552,26.900000,0,0,0,1,4
875,2021-07-28 13:10:44.000,5,28.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
876,2021-07-29 00:59:19.000,4,29.07.2021 4:59,sigfox_datafetch,29.07.2021 4:59,sigfox_datafetch,NULL,NULL,109,NULL,NULL,1319,0,0,0,5283,5308,974,7586,26.400000,0,0,0,1,4
877,2021-07-29 13:10:23.000,5,2021-07-29 13:59:54.063,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
878,2021-07-30 00:58:58.000,4,30.07.2021 4:59,sigfox_datafetch,30.07.2021 4:59,sigfox_datafetch,NULL,NULL,101,NULL,NULL,1319,0,0,0,5283,5308,979,7594,26.000000,0,0,0,1,4
879,2021-07-30 13:10:05.000,5,30.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
880,2021-07-31 00:58:40.000,4,31.07.2021 5:00,sigfox_datafetch,31.07.2021 5:00,sigfox_datafetch,NULL,NULL,97,NULL,NULL,1318,0,0,0,5283,5308,984,7594,26.600000,0,0,0,1,4
881,2021-07-31 13:09:47.000,5,31.07.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
882,2021-08-01 00:58:24.000,4,2021-08-01 04:59:48.033,sigfox_datafetch,2021-08-01 04:59:48.033,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1319,0,0,0,5283,5308,990,7594,27.300000,0,0,0,1,4
883,2021-08-01 13:09:28.000,5,2021-08-01 13:59:46.087,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
884,2021-08-02 00:58:02.000,4,02.08.2021 4:59,sigfox_datafetch,02.08.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1319,0,0,0,5283,5308,993,7594,24.000000,0,0,0,1,4
885,2021-08-02 13:09:10.000,5,02.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
886,2021-08-03 00:57:45.000,4,03.08.2021 4:59,sigfox_datafetch,03.08.2021 4:59,sigfox_datafetch,NULL,NULL,97,NULL,NULL,1318,0,0,0,5283,5308,998,7594,23.600000,0,0,0,1,4
887,2021-08-03 13:08:51.000,5,03.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
888,2021-08-04 00:57:28.000,4,04.08.2021 4:59,sigfox_datafetch,04.08.2021 4:59,sigfox_datafetch,NULL,NULL,100,NULL,NULL,1318,0,0,0,5283,5308,1001,7596,24.600000,0,0,0,1,4
889,2021-08-04 13:08:33.000,5,04.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
890,2021-08-05 00:57:10.000,4,2021-08-05 04:59:52.067,sigfox_datafetch,2021-08-05 04:59:52.067,sigfox_datafetch,NULL,NULL,99,NULL,NULL,1319,0,0,0,5283,5308,1005,7597,24.300000,0,0,0,1,4
891,2021-08-05 13:08:15.000,5,05.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
892,2021-08-06 00:56:49.000,4,2021-08-06 04:59:51.000,sigfox_datafetch,2021-08-06 04:59:51.000,sigfox_datafetch,NULL,NULL,101,NULL,NULL,1319,0,0,0,5283,5308,1008,7600,21.300000,0,0,0,1,4
893,2021-08-06 13:07:57.000,5,06.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
894,2021-08-07 00:56:31.000,4,07.08.2021 4:59,sigfox_datafetch,07.08.2021 4:59,sigfox_datafetch,NULL,NULL,101,NULL,NULL,1322,0,0,0,5283,5308,1011,7601,22.800000,0,0,0,1,4
895,2021-08-07 13:07:38.000,5,07.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
896,2021-08-08 00:56:12.000,4,08.08.2021 4:59,sigfox_datafetch,08.08.2021 4:59,sigfox_datafetch,NULL,NULL,113,NULL,NULL,1318,0,0,0,5283,5308,1013,7612,24.800000,0,0,0,1,4
897,2021-08-08 13:07:20.000,5,08.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,2021-08-09 00:55:53.000,4,2021-08-09 04:59:43.067,sigfox_datafetch,2021-08-09 04:59:43.067,sigfox_datafetch,NULL,NULL,115,NULL,NULL,1319,0,0,0,5283,5308,1017,7615,22.800000,0,0,0,1,4
899,2021-08-09 13:07:02.000,5,09.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900,2021-08-10 00:55:35.000,4,10.08.2021 4:59,sigfox_datafetch,10.08.2021 4:59,sigfox_datafetch,NULL,NULL,104,NULL,NULL,1317,0,0,0,5283,5308,1020,7618,22.900000,0,0,0,1,4
901,2021-08-10 13:06:44.000,5,10.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
902,2021-08-11 00:55:17.000,4,11.08.2021 4:59,sigfox_datafetch,11.08.2021 4:59,sigfox_datafetch,NULL,NULL,106,NULL,NULL,1317,0,0,0,5283,5308,1022,7626,24.500000,0,0,0,1,4
903,2021-08-11 13:06:25.000,5,11.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
904,2021-08-12 00:54:58.000,4,12.08.2021 4:59,sigfox_datafetch,12.08.2021 4:59,sigfox_datafetch,NULL,NULL,105,NULL,NULL,1317,0,0,0,5283,5308,1024,7627,23.700000,0,0,0,1,4
905,2021-08-12 13:06:07.000,5,12.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
906,2021-08-13 00:54:40.000,4,13.08.2021 4:59,sigfox_datafetch,13.08.2021 4:59,sigfox_datafetch,NULL,NULL,102,NULL,NULL,1317,0,0,0,5283,5308,1028,7631,24.300000,0,0,0,1,4
907,2021-08-13 13:05:49.000,5,13.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
908,2021-08-14 00:54:21.000,4,14.08.2021 4:59,sigfox_datafetch,14.08.2021 4:59,sigfox_datafetch,NULL,NULL,111,NULL,NULL,1317,0,0,0,5283,5308,1031,7643,25.200000,0,0,0,1,4
909,2021-08-14 13:05:31.000,5,14.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
910,2021-08-15 00:54:03.000,4,15.08.2021 4:59,sigfox_datafetch,15.08.2021 4:59,sigfox_datafetch,NULL,NULL,125,NULL,NULL,1318,0,0,0,5283,5308,1033,7676,25.500000,0,0,0,1,4
911,2021-08-15 13:05:12.000,5,15.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
912,2021-08-16 00:53:44.000,4,16.08.2021 4:59,sigfox_datafetch,16.08.2021 4:59,sigfox_datafetch,NULL,NULL,124,NULL,NULL,1318,0,0,0,5283,5308,1036,7723,26.100000,0,0,0,1,4
913,2021-08-16 13:04:54.000,5,16.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
914,2021-08-17 00:53:26.000,4,17.08.2021 4:59,sigfox_datafetch,17.08.2021 4:59,sigfox_datafetch,NULL,NULL,109,NULL,NULL,1318,0,0,0,5283,5308,1039,7734,25.100000,0,0,0,1,4
915,2021-08-17 13:04:35.000,5,17.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
916,2021-08-18 00:53:08.000,4,18.08.2021 4:59,sigfox_datafetch,18.08.2021 4:59,sigfox_datafetch,NULL,NULL,106,NULL,NULL,1317,0,0,0,5283,5308,1041,7755,22.700000,0,0,0,1,4
917,2021-08-18 13:04:17.000,5,18.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
918,2021-08-19 00:52:49.000,4,19.08.2021 4:59,sigfox_datafetch,19.08.2021 4:59,sigfox_datafetch,NULL,NULL,113,NULL,NULL,1317,0,0,0,5283,5308,1042,7788,22.200000,0,0,0,1,4
919,2021-08-19 13:03:59.000,5,19.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
920,2021-08-20 00:52:31.000,4,20.08.2021 4:59,sigfox_datafetch,20.08.2021 4:59,sigfox_datafetch,NULL,NULL,116,NULL,NULL,1319,0,0,0,5283,5308,1045,7889,23.000000,0,0,0,1,4
921,2021-08-20 13:03:40.000,5,20.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
922,2021-08-21 00:52:15.000,4,21.08.2021 4:59,sigfox_datafetch,21.08.2021 4:59,sigfox_datafetch,NULL,NULL,107,NULL,NULL,1319,0,0,0,5283,5308,1046,7917,23.900000,0,0,0,1,4
923,2021-08-21 13:03:23.000,5,21.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
924,2021-08-22 00:51:53.000,4,22.08.2021 4:59,sigfox_datafetch,22.08.2021 4:59,sigfox_datafetch,NULL,NULL,115,NULL,NULL,1319,0,0,0,5283,5308,1046,7921,22.800000,0,0,0,1,4
925,2021-08-22 13:03:04.000,5,22.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
926,2021-08-23 00:51:36.000,4,23.08.2021 4:59,sigfox_datafetch,23.08.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1319,0,0,0,5283,5308,1049,7921,23.800000,0,0,0,1,4
927,2021-08-23 13:02:46.000,5,2021-08-23 13:59:42.030,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
928,2021-08-24 00:51:17.000,4,24.08.2021 4:59,sigfox_datafetch,24.08.2021 4:59,sigfox_datafetch,NULL,NULL,69,NULL,NULL,1318,0,0,0,5283,5308,1052,7921,23.800000,0,0,0,1,4
929,2021-08-24 13:02:28.000,5,24.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
930,2021-08-25 00:50:58.000,4,25.08.2021 4:59,sigfox_datafetch,25.08.2021 4:59,sigfox_datafetch,NULL,NULL,70,NULL,NULL,1319,0,0,0,5283,5308,1056,7921,21.100000,0,0,0,1,4
